19,Kaitlyn,Williams,66,kaitlyn.williams@wiseway.com,592926696,2017-01-12,5200,PL90822931099342630951218018,srednie ogolne,33,54020636009
20,Cheryl,Armstrong,40,cheryl.armstrong@wiseway.com,998643426,2015-06-02,4800,PL76946537031077079139480310,srednie zawodowe,18,80050542758
21,Daniel,Baker,18,daniel.baker@wiseway.com,189692720,2016-02-16,5400,PL78491010750001762859053744,pomaturalne,0,02301758453
22,Shelley,Harding,63,shelley.harding@wiseway.com,964444827,2016-12-10,5200,PL53518626425606082633473760,podstawowe,16,57041327740
23,Samantha,Hudson,36,samantha.hudson@wiseway.com,695223677,2018-02-10,5800,PL99540671005095369071765545,podstawowe,11,84040493470
24,Jennifer,Soto,30,jennifer.soto@wiseway.com,516362075,2016-12-28,5600,PL10285766740556303700644951,doktoranckie,10,90082603804
25,Dylan,Koch,55,dylan.koch@wiseway.com,847405164,2015-11-24,5600,PL33704872403447867962097201,wyzsze magisterskie,4,65021179900
26,Aaron,Lee,27,aaron.lee@wiseway.com,160808020,2018-06-12,6000,PL60401540906588723714755439,doktoranckie,7,93112312653
27,Michael,Liu,34,michael.liu@wiseway.com,726040809,2015-03-10,5000,PL19149949906753480952754045,doktoranckie,3,86042305111
28,Scott,Myers,37,scott.myers@wiseway.com,726951000,2015-05-17,5400,PL63825428898255007108787101,podstawowe,8,83011698965
29,Curtis,Mcconnell,23,curtis.mcconnell@wiseway.com,665306045,2015-04-22,5800,PL33421785717514462409271357,wyzsze licencjackie / inzynierskie,4,97061764053
30,Hannah,Williams,41,hannah.williams@wiseway.com,192615510,2018-09-25,5200,PL24805594787113300849222188,srednie zawodowe,0,79060797004
31,Thomas,Brennan,52,thomas.brennan@wiseway.com,840179668,2015-12-26,5200,PL23158939601700132167702192,podstawowe,33,68031091149
32,Tristan,Moreno,34,tristan.moreno@wiseway.com,226665403,2017-04-15,5400,PL91628137613060837990005751,podstawowe,16,86061751690
33,Taylor,Hudson,18,taylor.hudson@wiseway.com,165645610,2018-09-08,5800,PL45695609774298606086717889,podstawowe,0,02281652251
34,Vincent,Hudson,34,vincent.hudson@wiseway.com,855647679,2016-03-22,5400,PL87037326081432803283946834,srednie zawodowe,9,86040389198
35,Terri,Howell,49,terri.howell@wiseway.com,391665056,2018-07-30,5600,PL53065745347177742565397886,podstawowe,15,71102555179
36,Antonio,Gillespie,40,antonio.gillespie@wiseway.com,839985548,2017-02-28,5600,PL92082150716015619752239510,pomaturalne,0,80101010472
37,Kimberly,Howell,43,kimberly.howell@wiseway.com,189035530,2015-04-17,5400,PL17751857965936624489922203,podstawowe,16,77042322551
38,Eric,Andrews,60,eric.andrews@wiseway.com,648787965,2018-08-27,5000,PL39354508624292343048645450,wyzsze licencjackie / inzynierskie,30,60101062718
39,Jason,Brown,40,jason.brown@wiseway.com,647948133,2016-03-26,5800,PL36769564789886873943261774,pomaturalne,0,80051882911
40,Nicole,Wyatt,49,nicole.wyatt@wiseway.com,672255333,2017-02-23,5600,PL55822299691963854288833874,podstawowe,29,71100239394
41,Sandra,Roberts,23,sandra.roberts@wiseway.com,640091640,2016-08-02,6000,PL49698414039891657461942532,srednie ogolne,5,97041991945
42,Timothy,May,43,timothy.may@wiseway.com,205649040,2016-02-25,4800,PL57997372843656849353924240,wyzsze magisterskie,4,77020659388
43,Stephanie,Rose,34,stephanie.rose@wiseway.com,543356961,2016-07-15,5600,PL37612177843139538496145420,pomaturalne,11,86051662451
44,Connor,Hall,20,connor.hall@wiseway.com,314754791,2015-12-02,4800,PL61516651145194550926616214,doktoranckie,2,00250106542
45,Jorge,Brooks,54,jorge.brooks@wiseway.com,189659123,2017-01-11,5600,PL30008213889271803856578414,podstawowe,21,66042899485
46,Barbara,Smith,18,barbara.smith@wiseway.com,221806678,2015-05-11,6000,PL26566749709433420788262499,doktoranckie,0,02271695199
47,Tammy,Ware,21,tammy.ware@wiseway.com,626323843,2015-10-25,5400,PL28025769978278910380493369,doktoranckie,3,99061696786
48,Lauren,Foley,62,lauren.foley@wiseway.com,406459988,2016-02-05,6000,PL19061234961449749177814847,doktoranckie,37,58011584315
49,Megan,Joseph,64,megan.joseph@wiseway.com,477434200,2016-08-20,5200,PL91156835156279184992165917,pomaturalne,44,56041343926
50,Kaitlyn,Martin,18,kaitlyn.martin@wiseway.com,503695651,2018-05-21,6000,PL95126094171781942167692691,srednie ogolne,0,02241743488
51,Michael,Obrien,28,michael.obrien@wiseway.com,267438596,2015-06-10,5000,PL28548530855342123328358327,srednie ogolne,5,92102120235
52,Michelle,Green,59,michelle.green@wiseway.com,121576375,2015-01-26,5200,PL22845639473981385246125244,pomaturalne,39,61022388507
53,Cassandra,Carpenter,54,cassandra.carpenter@wiseway.com,265850468,2015-11-04,5200,PL31471951800954222045824799,podstawowe,35,66071461736
54,Natalie,Blake,64,natalie.blake@wiseway.com,842918438,2016-01-26,4800,PL25192305970601625191663369,doktoranckie,18,56012031599
55,Veronica,Davis,38,veronica.davis@wiseway.com,174955303,2015-03-16,6000,PL56345813660998303382263182,pomaturalne,0,82071071595
56,Erik,Medina,38,erik.medina@wiseway.com,307286909,2017-04-20,5800,PL46862026621589264240359725,doktoranckie,6,82090719853
57,Lisa,Hogan,63,lisa.hogan@wiseway.com,336952282,2015-04-09,5400,PL98537078814551360292913904,podstawowe,2,57090230502
58,Nathan,Shepard,46,nathan.shepard@wiseway.com,799002447,2018-09-30,6000,PL24773791704105754631487266,doktoranckie,15,74070780607
59,Grant,Neal,69,grant.neal@wiseway.com,789538280,2015-08-27,5000,PL94499083903930554209605501,wyzsze licencjackie / inzynierskie,42,51091875515
60,Jessica,King,61,jessica.king@wiseway.com,292664699,2017-01-28,5200,PL86003513344352632891162144,srednie zawodowe,13,59112352819
61,Maureen,Vargas,66,maureen.vargas@wiseway.com,237300229,2015-08-19,5400,PL45522395502091524549338189,wyzsze magisterskie,16,54092443856
62,Austin,Miller,47,austin.miller@wiseway.com,981792118,2017-10-30,6000,PL66161665504319958743346361,srednie zawodowe,13,73031519549
63,Amy,Peterson,52,amy.peterson@wiseway.com,617403004,2017-12-10,6000,PL34146412156464551063315074,pomaturalne,9,68081746739
64,Keith,Gibbs,23,keith.gibbs@wiseway.com,969389569,2015-07-06,5600,PL10394922730895895711073902,wyzsze licencjackie / inzynierskie,5,97102493185
65,Heather,Osborn,18,heather.osborn@wiseway.com,443292616,2018-04-26,6000,PL95347576979855614415577607,wyzsze magisterskie,0,02262423038
66,Christina,Sanford,65,christina.sanford@wiseway.com,224722297,2015-06-28,6000,PL40236369325322137505515659,wyzsze licencjackie / inzynierskie,36,55012524348
67,Tamara,Kemp,27,tamara.kemp@wiseway.com,425701768,2017-08-02,4800,PL67162767062193382236509840,pomaturalne,9,93122147571
68,Kendra,Savage,21,kendra.savage@wiseway.com,465475019,2017-07-03,5000,PL25552201526824147816276358,podstawowe,1,99101311248
69,Bryan,White,31,bryan.white@wiseway.com,806123509,2018-06-11,5200,PL10061693920230478111806339,srednie ogolne,5,89091362577
70,Andrew,Mcneil,47,andrew.mcneil@wiseway.com,769545860,2016-09-28,5400,PL49020451943804929021962561,podstawowe,23,73112827978
71,Cynthia,Johnson,66,cynthia.johnson@wiseway.com,510453369,2017-12-15,5200,PL60693358239229200927989982,wyzsze magisterskie,8,54030648699
72,Rebecca,Williams,65,rebecca.williams@wiseway.com,640223442,2017-06-22,5800,PL88816724415809503291460524,srednie zawodowe,7,55021989035
73,Melissa,Floyd,54,melissa.floyd@wiseway.com,481790802,2017-03-28,5800,PL68032038111403159015116244,wyzsze magisterskie,18,66091995065
74,Cristian,West,37,cristian.west@wiseway.com,481130961,2016-06-24,6000,PL90716589458057228447552026,wyzsze magisterskie,9,83052788424
75,Vanessa,Heath,23,vanessa.heath@wiseway.com,110697922,2018-10-29,5800,PL65836099141139624156475045,pomaturalne,5,97112631080
76,Kathryn,Rush,29,kathryn.rush@wiseway.com,486865501,2018-06-11,5400,PL11890591983044858178916223,podstawowe,0,91100443394
77,Catherine,Robinson,45,catherine.robinson@wiseway.com,519709518,2018-12-12,5800,PL75583737946729750607804085,doktoranckie,19,75021469682
78,Jared,Bentley,65,jared.bentley@wiseway.com,389454686,2016-03-29,5200,PL21758880451384777516324669,wyzsze licencjackie / inzynierskie,16,55041476866
79,Timothy,Neal,66,timothy.neal@wiseway.com,856077582,2015-12-29,5600,PL86219911814559866593898436,doktoranckie,36,54041826529
80,Patrick,Jenkins,44,patrick.jenkins@wiseway.com,127323085,2018-12-28,4800,PL13078599359079702463626153,pomaturalne,5,76031227206
81,Austin,Harris,47,austin.harris@wiseway.com,561406801,2017-01-16,5600,PL31534192143878732931858562,pomaturalne,11,73052710465
82,Patrick,Sweeney,67,patrick.sweeney@wiseway.com,473141540,2018-12-10,5200,PL46690579673220082854426877,doktoranckie,18,53091462600
83,Holly,Yang,27,holly.yang@wiseway.com,690707897,2016-02-16,4800,PL55364438308313565167142189,doktoranckie,0,93120483148
84,Thomas,Ruiz,25,thomas.ruiz@wiseway.com,229877246,2015-11-24,5200,PL30969305212712584073822700,wyzsze magisterskie,1,95031870636
85,Greg,Ruiz,64,greg.ruiz@wiseway.com,421354178,2017-02-21,5200,PL71410547311217350210010514,podstawowe,12,56081266814
86,Joseph,May,25,joseph.may@wiseway.com,950145024,2018-11-30,5800,PL85275553644896369820627104,pomaturalne,0,95120101307
87,Lauren,Hampton,56,lauren.hampton@wiseway.com,439807765,2017-02-03,5000,PL47165157533198317634722651,wyzsze magisterskie,12,64061847140
88,Bradley,Adams,41,bradley.adams@wiseway.com,767015304,2015-11-20,6000,PL57725529929386189524718380,pomaturalne,13,79032690899
89,Aaron,King,49,aaron.king@wiseway.com,804243745,2015-12-26,6000,PL44305355880037539723567517,wyzsze magisterskie,0,71120136844
90,Leah,Brown,70,leah.brown@wiseway.com,390090421,2015-12-04,5600,PL70523173580574232365966806,wyzsze licencjackie / inzynierskie,7,50111295875
91,Tracy,Sims,28,tracy.sims@wiseway.com,303326647,2016-12-10,5000,PL95757795738405626371406057,srednie zawodowe,6,92052688720
92,Rebecca,Gardner,66,rebecca.gardner@wiseway.com,799070793,2016-02-23,5000,PL10379412982131617922252931,wyzsze licencjackie / inzynierskie,41,54080714590
93,Brian,Morales,37,brian.morales@wiseway.com,435872059,2015-11-16,5000,PL49982117673483330207000113,wyzsze licencjackie / inzynierskie,0,83050463697
94,Richard,Larson,70,richard.larson@wiseway.com,614027680,2016-02-13,6000,PL82041459080122688113857182,wyzsze licencjackie / inzynierskie,9,50120871175
95,Belinda,Stevens,61,belinda.stevens@wiseway.com,658411166,2016-10-04,5400,PL76907557432945246806683942,doktoranckie,27,59052622230
96,Chelsea,Beltran,31,chelsea.beltran@wiseway.com,524933569,2015-06-10,4800,PL19157521879066349435758753,wyzsze licencjackie / inzynierskie,10,89030551677
97,Joseph,Moreno,35,joseph.moreno@wiseway.com,746305288,2016-04-30,5600,PL10596884988422540248976504,pomaturalne,14,85012507660
98,Jennifer,Smith,53,jennifer.smith@wiseway.com,121984389,2015-11-25,6000,PL59678643021126107597254537,doktoranckie,35,67040849953
99,Lindsay,Brown,25,lindsay.brown@wiseway.com,530273116,2017-05-06,6000,PL45934645975902786697240878,wyzsze magisterskie,0,95120172737
100,Joshua,Pope,43,joshua.pope@wiseway.com,247318303,2018-06-26,5000,PL99698799783683202947637876,wyzsze magisterskie,23,77030330690
101,Susan,Taylor,24,susan.taylor@wiseway.com,997426768,2017-07-30,4800,PL99321892116343242224799368,podstawowe,3,96070755120
102,Randall,Miller,59,randall.miller@wiseway.com,380629942,2016-01-17,5400,PL60069615283409851864150779,pomaturalne,6,61112374261
103,Jeremy,Adams,64,jeremy.adams@wiseway.com,711048561,2018-11-17,4800,PL25290832278997367057440472,wyzsze magisterskie,9,56042284120
104,James,Hill,68,james.hill@wiseway.com,494286055,2015-12-11,5200,PL20686600301665331669665319,podstawowe,12,52052721871
105,Michael,Barrera,19,michael.barrera@wiseway.com,678503203,2017-02-06,5600,PL51032556241937478068227279,wyzsze licencjackie / inzynierskie,1,01232115386
106,Adriana,Henry,41,adriana.henry@wiseway.com,189784187,2017-02-03,5000,PL21985157320217100438426385,srednie zawodowe,5,79012806880
107,Mary,Vasquez,19,mary.vasquez@wiseway.com,535034163,2016-01-04,4800,PL73851592064100387055000664,podstawowe,1,01220562084
108,Tyler,Rhodes,40,tyler.rhodes@wiseway.com,108681576,2017-02-21,5000,PL54273724761226250302828418,doktoranckie,3,80070840299
109,Shelby,Johnson,41,shelby.johnson@wiseway.com,126578211,2016-04-13,5400,PL31746890841357024996229189,srednie zawodowe,21,79092665917
110,Regina,Thornton,30,regina.thornton@wiseway.com,114132336,2016-05-21,5600,PL82609360760828308171051170,wyzsze licencjackie / inzynierskie,2,90051942207
111,Janet,Compton,69,janet.compton@wiseway.com,103808991,2016-06-19,5000,PL13003455054828949764245065,doktoranckie,15,51072794935
112,Sabrina,Williams,36,sabrina.williams@wiseway.com,464913946,2017-05-20,5400,PL17799538577598857527732532,srednie ogolne,2,84080605593
113,Shannon,Schneider,47,shannon.schneider@wiseway.com,844886084,2018-12-28,5200,PL99660555735827554052135549,doktoranckie,28,73090103329
114,Nicholas,Daniels,56,nicholas.daniels@wiseway.com,950631495,2016-06-10,5400,PL87476810838808517899456318,pomaturalne,24,64040260200
115,Mary,Jennings,27,mary.jennings@wiseway.com,158149518,2018-05-25,5200,PL95847722535974639171983040,srednie zawodowe,4,93042642685
116,Melissa,Marquez,35,melissa.marquez@wiseway.com,777498383,2018-06-18,6000,PL71914523553936636097720910,pomaturalne,6,85112719652
117,Ashley,Park,58,ashley.park@wiseway.com,796925261,2016-05-24,5200,PL63055670191483924355736577,srednie zawodowe,33,62071901411
118,Anita,Newman,18,anita.newman@wiseway.com,460446549,2018-10-19,5600,PL40834137698771628837597997,pomaturalne,0,02272796516
119,Christopher,Wood,33,christopher.wood@wiseway.com,748055621,2016-03-04,6000,PL66973739422222640953360390,wyzsze magisterskie,7,87080492070
120,Donna,Morrison,27,donna.morrison@wiseway.com,117855873,2018-08-06,5200,PL17896767581007423398342672,srednie ogolne,6,93021341231
121,David,Moore,45,david.moore@wiseway.com,604711759,2017-06-14,6000,PL59281737090228187598677473,pomaturalne,23,75121194070
122,Mark,George,66,mark.george@wiseway.com,161447828,2015-08-28,6000,PL57038758745087452060130129,srednie zawodowe,6,54072860200
123,Regina,Rodriguez,49,regina.rodriguez@wiseway.com,427692531,2015-01-15,5400,PL16182471567614747066456569,podstawowe,18,71102131446
124,Crystal,Martinez,50,crystal.martinez@wiseway.com,706319658,2017-02-11,5400,PL97451650955789303246742394,pomaturalne,13,70032358346
125,Brandon,Ellis,30,brandon.ellis@wiseway.com,210704318,2018-06-19,5600,PL46797397233407523681413024,pomaturalne,9,90101952137
126,Dustin,Henderson,38,dustin.henderson@wiseway.com,153439703,2018-08-24,5200,PL73129382424258379706163588,pomaturalne,7,82120808500
127,Matthew,Davis,29,matthew.davis@wiseway.com,471193598,2016-06-10,4800,PL17550671933040951683101983,podstawowe,3,91102690644
128,Thomas,Wagner,58,thomas.wagner@wiseway.com,199364475,2016-11-10,5200,PL18895983302553712324036486,doktoranckie,10,62070879659
129,Aaron,Cantu,63,aaron.cantu@wiseway.com,927670554,2018-12-02,5000,PL58345115596622087847062248,wyzsze licencjackie / inzynierskie,25,57062148035
130,Tricia,Webb,32,tricia.webb@wiseway.com,638035155,2016-11-11,6000,PL35334353965143680293588896,podstawowe,14,88021953152
131,Alexandra,Carr,42,alexandra.carr@wiseway.com,677999554,2018-10-19,4800,PL12408627592543859023178044,wyzsze magisterskie,12,78112459545
132,Luis,Jones,33,luis.jones@wiseway.com,199579766,2017-03-27,5400,PL89564309227031001058039372,wyzsze licencjackie / inzynierskie,1,87112470586
133,Kelly,Hunt,29,kelly.hunt@wiseway.com,179919216,2015-10-03,5000,PL48896100981312907987117085,wyzsze magisterskie,4,91110184070
134,Lee,Lang,59,lee.lang@wiseway.com,421455961,2015-02-21,4800,PL41803740783526162768950654,podstawowe,39,61102689449
135,Rebekah,Hood,22,rebekah.hood@wiseway.com,953683942,2017-08-25,5200,PL52899761207800209712475934,wyzsze magisterskie,4,98090871938
136,Cassandra,Cuevas,68,cassandra.cuevas@wiseway.com,497120397,2017-06-20,5000,PL14135437663388529999271203,doktoranckie,39,52100805212
137,Alexander,Bell,47,alexander.bell@wiseway.com,944339973,2016-01-06,5000,PL34913712170382651379681248,wyzsze licencjackie / inzynierskie,6,73030984757
138,Mary,Booth,66,mary.booth@wiseway.com,247020702,2018-09-22,5000,PL83903530812218458912479102,doktoranckie,44,54080460064
139,Angela,Joyce,61,angela.joyce@wiseway.com,922031882,2015-12-02,5400,PL30745414003412430883824706,wyzsze magisterskie,22,59060263274
140,Stephanie,Price,32,stephanie.price@wiseway.com,285705778,2016-02-05,6000,PL36055491516920841056343759,wyzsze licencjackie / inzynierskie,2,88092482005
141,Taylor,Weaver,39,taylor.weaver@wiseway.com,674365178,2015-03-08,4800,PL90088796846624068924464172,srednie ogolne,19,81090989052
142,Johnathan,Daniels,42,johnathan.daniels@wiseway.com,871241228,2018-01-04,5200,PL89371417838975165986747167,wyzsze magisterskie,23,78052288808
143,Alexis,Thompson,54,alexis.thompson@wiseway.com,664564904,2017-07-26,4800,PL74844170305591335770736147,srednie zawodowe,5,66092177456
144,Christy,Coleman,32,christy.coleman@wiseway.com,570440249,2018-10-17,6000,PL39947948836219743727496842,srednie zawodowe,13,88061437785
145,Phillip,Smith,64,phillip.smith@wiseway.com,700317722,2015-11-17,5200,PL47992114936736763913907240,wyzsze magisterskie,12,56010530891
146,Alan,Ferguson,48,alan.ferguson@wiseway.com,727413261,2016-04-24,6000,PL11095084106388717104266342,wyzsze magisterskie,19,72072347242
147,Ruben,Simmons,39,ruben.simmons@wiseway.com,502426908,2015-10-30,5800,PL47594833383107598464432753,srednie zawodowe,13,81051715884
148,Sean,Mitchell,32,sean.mitchell@wiseway.com,647641342,2018-06-08,5200,PL72650688046451998046320752,wyzsze licencjackie / inzynierskie,4,88051463058
149,William,Martin,52,william.martin@wiseway.com,486731526,2015-03-18,5400,PL37257898602075712071697533,srednie zawodowe,10,68090945365
150,Phillip,Moss,18,phillip.moss@wiseway.com,847869552,2016-08-05,4800,PL39949629380440109285512972,doktoranckie,0,02250985957
151,Samuel,Jones,62,samuel.jones@wiseway.com,425054773,2016-04-24,5000,PL55782252651390019173107360,srednie ogolne,37,58101367118
152,Angela,Thomas,34,angela.thomas@wiseway.com,302468344,2016-08-14,5800,PL79745202384277744808951369,pomaturalne,13,86100228316
153,Valerie,Wright,53,valerie.wright@wiseway.com,813669630,2017-05-26,4800,PL31339918975913669907104311,pomaturalne,18,67120746080
154,Bruce,Mccall,19,bruce.mccall@wiseway.com,709945506,2018-07-16,5200,PL76328432799649895574302335,doktoranckie,1,01251183025
155,Robert,Brown,21,robert.brown@wiseway.com,743518308,2017-03-26,5400,PL82436829893722370726766499,srednie ogolne,0,99092434271
156,Keith,Ortiz,18,keith.ortiz@wiseway.com,252838735,2018-01-17,5400,PL43640823417489891951620174,pomaturalne,0,02261115156
157,Jennifer,Meyer,59,jennifer.meyer@wiseway.com,665396240,2015-11-18,5600,PL91801329632427671782411631,wyzsze licencjackie / inzynierskie,20,61021708422
158,Michael,Bowers,40,michael.bowers@wiseway.com,791308321,2017-01-14,6000,PL93114398913906912384511628,srednie ogolne,18,80021604887
159,Kelly,Jones,52,kelly.jones@wiseway.com,936677231,2015-08-31,5600,PL20814165798002908531148145,srednie zawodowe,7,68120249445
160,Crystal,Pratt,33,crystal.pratt@wiseway.com,967878956,2015-03-23,5000,PL10876337529913205335188278,wyzsze licencjackie / inzynierskie,14,87122750878
161,Jessica,Obrien,26,jessica.obrien@wiseway.com,290752623,2016-09-06,4800,PL12948118684849534089040616,doktoranckie,7,94042312198
162,Amy,Smith,25,amy.smith@wiseway.com,687062163,2018-12-02,5600,PL26850429273170334118355905,podstawowe,2,95061382367
163,Samantha,Miller,52,samantha.miller@wiseway.com,691658213,2017-05-22,6000,PL55109423236974757305272895,doktoranckie,14,68100875726
164,Robert,Padilla,66,robert.padilla@wiseway.com,708577847,2016-06-20,5800,PL63524530710066295479084023,srednie ogolne,38,54111106755
165,Raymond,Richardson,63,raymond.richardson@wiseway.com,414238032,2018-06-22,5800,PL43401498092954730355009294,wyzsze magisterskie,11,57051339993
166,Joshua,Curtis,40,joshua.curtis@wiseway.com,292027389,2016-06-10,5000,PL76573067266894230575607599,doktoranckie,9,80080512041
167,Joseph,Brown,25,joseph.brown@wiseway.com,944896082,2018-10-21,5800,PL68363234192898117820008355,podstawowe,4,95070610800
168,Thomas,Jones,26,thomas.jones@wiseway.com,762606247,2015-04-17,4800,PL63126967135605444213973980,pomaturalne,7,94050114306
169,Jeremy,Craig,18,jeremy.craig@wiseway.com,944380355,2015-11-12,5200,PL69941707523965387022233453,srednie zawodowe,0,02252518285
170,Philip,Snyder,32,philip.snyder@wiseway.com,988774962,2016-11-21,5200,PL87620436348996202051985052,srednie zawodowe,4,88101024539
171,Karen,Woods,60,karen.woods@wiseway.com,316330912,2017-03-13,5200,PL76313157720866473549710527,doktoranckie,30,60052850927
172,Courtney,Smith,59,courtney.smith@wiseway.com,893332612,2018-11-05,5400,PL61863509210708291680892470,srednie zawodowe,37,61092801698
173,Anthony,Jimenez,69,anthony.jimenez@wiseway.com,135687994,2015-02-21,6000,PL66032928273762942441828209,srednie ogolne,48,51021500608
174,Lindsey,Williams,44,lindsey.williams@wiseway.com,521554322,2015-09-10,5600,PL56805998932593998125545598,wyzsze licencjackie / inzynierskie,6,76031836693
175,Thomas,Davenport,28,thomas.davenport@wiseway.com,489667252,2015-07-14,5400,PL57012640375684263047605469,pomaturalne,1,92011451075
176,Corey,Garcia,24,corey.garcia@wiseway.com,409098615,2016-05-05,6000,PL70617789187746300561954100,srednie zawodowe,4,96021104661
177,Jessica,Hale,56,jessica.hale@wiseway.com,984564449,2017-09-08,4800,PL53871459924454606580991782,srednie ogolne,15,64061797831
178,Jamie,Foley,50,jamie.foley@wiseway.com,719771527,2015-10-04,5400,PL80953295178026019056820157,wyzsze magisterskie,13,70062731347
179,Catherine,Ferguson,66,catherine.ferguson@wiseway.com,349983104,2015-09-07,4800,PL80369919284039246293561109,srednie zawodowe,37,54012606950
180,Heather,Molina,47,heather.molina@wiseway.com,880871095,2017-10-29,4800,PL32515154379309162386054285,srednie zawodowe,19,73082279180
181,Kevin,Ramsey,44,kevin.ramsey@wiseway.com,228674505,2017-12-29,6000,PL60651714238183233175467824,podstawowe,17,76120404412
182,Jacqueline,Marquez,61,jacqueline.marquez@wiseway.com,567015452,2017-07-31,5400,PL73657658447278395738601597,wyzsze licencjackie / inzynierskie,9,59062131753
183,James,Guerrero,27,james.guerrero@wiseway.com,396612675,2015-08-14,5800,PL48066689561278225394818877,pomaturalne,0,93110838763
184,Diamond,Booker,47,diamond.booker@wiseway.com,982167504,2015-11-25,5400,PL97036989563560330518356240,wyzsze licencjackie / inzynierskie,26,73121224726
185,Kathryn,Barnett,40,kathryn.barnett@wiseway.com,905168012,2017-10-01,5600,PL47635798836504320082312569,doktoranckie,11,80101214619
186,Robert,Ryan,62,robert.ryan@wiseway.com,771309667,2016-12-17,5800,PL82204688489073651299234762,srednie zawodowe,27,58041670972
187,Mark,Arroyo,27,mark.arroyo@wiseway.com,870969793,2015-11-24,6000,PL73759173498696879628439714,srednie ogolne,2,93102513418
188,Maria,James,22,maria.james@wiseway.com,756797261,2018-11-01,6000,PL38981132484555468927847899,wyzsze magisterskie,0,98031675371
189,Joshua,Dickson,27,joshua.dickson@wiseway.com,843591685,2015-11-25,5400,PL35185882849428471668658064,wyzsze licencjackie / inzynierskie,4,93080989038
190,Gregory,Barnes,29,gregory.barnes@wiseway.com,988651001,2017-06-15,5800,PL48456356645077399978780333,wyzsze licencjackie / inzynierskie,7,91021430913
191,Rebecca,Hull,39,rebecca.hull@wiseway.com,881568614,2018-11-26,5400,PL73484591836077327281140457,doktoranckie,12,81060932335
192,Jessica,Mckenzie,37,jessica.mckenzie@wiseway.com,450870844,2017-08-11,4800,PL17917747084701934260880232,podstawowe,6,83102703665
193,Ashley,Davis,61,ashley.davis@wiseway.com,939028698,2015-05-07,5200,PL30803077089947541978866831,pomaturalne,1,59101654587
194,Megan,Simpson,27,megan.simpson@wiseway.com,423999390,2018-08-06,5000,PL59862299713760459484041209,wyzsze licencjackie / inzynierskie,1,93070727707
195,Michael,Campbell,36,michael.campbell@wiseway.com,738812850,2016-05-07,5600,PL42474277249180230371554857,pomaturalne,4,84051436358
196,Michael,Perkins,47,michael.perkins@wiseway.com,270462945,2018-06-16,5400,PL93521882547419749081320697,srednie zawodowe,22,73071448297
197,Rachael,Neal,62,rachael.neal@wiseway.com,856897068,2015-08-14,5200,PL53577671485984046539840112,srednie zawodowe,17,58070505254
198,Chad,Johnson,23,chad.johnson@wiseway.com,550337644,2017-11-25,5800,PL21473672819317010438950889,doktoranckie,1,97052007009
199,Michael,Rodriguez,68,michael.rodriguez@wiseway.com,715729342,2018-12-13,5600,PL67741775079108388202264300,wyzsze magisterskie,45,52121390566
